"scenario","run_id","nobs","npredictors","run_number","Model","s0","s1","lambda","gamma","converged","iterations","TP","FP","TN","FN","TP_indep","FP_indep","TN_indep","FN_indep","TP_strong","FP_strong","TN_strong","FN_strong","TP_weak","FP_weak","TN_weak","FN_weak"
"scenarioB","p300_scenarioB_run41",200,300,41,"SSL",0.00747350848261453,0.2,NA,NA,TRUE,5,5,7,288,0,1,5,144,0,2,1,72,0,2,1,72,0
"scenarioB","p300_scenarioB_run41",200,300,41,"LASSO",NA,NA,0.113937076863122,NA,TRUE,NA,4,2,293,1,1,0,149,0,1,0,73,1,2,2,71,0
"scenarioB","p300_scenarioB_run42",200,300,42,"SSL",0.00164973933469458,0.2,NA,NA,TRUE,5,3,2,293,2,1,0,149,0,0,0,73,2,2,2,71,0
"scenarioB","p300_scenarioB_run42",200,300,42,"LASSO",NA,NA,0.113997510252587,NA,TRUE,NA,3,2,293,2,1,0,149,0,0,0,73,2,2,2,71,0
"scenarioB","p300_scenarioB_run43",200,300,43,"SSL",0.003134517731416,0.2,NA,NA,TRUE,5,4,6,289,1,1,3,146,0,1,0,73,1,2,3,70,0
"scenarioB","p300_scenarioB_run43",200,300,43,"LASSO",NA,NA,0.128200755039237,NA,TRUE,NA,3,3,292,2,1,0,149,0,0,0,73,2,2,3,70,0
"scenarioB","p300_scenarioB_run44",200,300,44,"SSL",0.00713417592592017,0.2,NA,NA,TRUE,8,5,29,266,0,1,17,132,0,2,5,68,0,2,7,66,0
"scenarioB","p300_scenarioB_run44",200,300,44,"LASSO",NA,NA,0.115518821068407,NA,TRUE,NA,3,1,294,2,1,0,149,0,0,0,73,2,2,1,72,0
"scenarioB","p300_scenarioB_run45",200,300,45,"SSL",0.00452841656111112,0.2,NA,NA,TRUE,5,4,2,293,1,1,0,149,0,1,0,73,1,2,2,71,0
"scenarioB","p300_scenarioB_run45",200,300,45,"LASSO",NA,NA,0.113744900369338,NA,TRUE,NA,4,5,290,1,1,0,149,0,1,0,73,1,2,5,68,0
"scenarioB","p300_scenarioB_run46",200,300,46,"SSL",0.00747350848261453,0.2,NA,NA,TRUE,5,3,2,293,2,1,1,148,0,0,0,73,2,2,1,72,0
"scenarioB","p300_scenarioB_run46",200,300,46,"LASSO",NA,NA,0.150091315539165,NA,TRUE,NA,3,1,294,2,1,0,149,0,0,0,73,2,2,1,72,0
"scenarioB","p300_scenarioB_run47",200,300,47,"SSL",0.013170899991357,0.2,NA,NA,TRUE,5,4,2,293,1,1,1,148,0,1,0,73,1,2,1,72,0
"scenarioB","p300_scenarioB_run47",200,300,47,"LASSO",NA,NA,0.104785039546208,NA,TRUE,NA,4,6,289,1,1,4,145,0,1,0,73,1,2,2,71,0
"scenarioB","p300_scenarioB_run48",200,300,48,"SSL",0.0119671422666547,0.2,NA,NA,TRUE,5,3,2,293,2,1,1,148,0,0,0,73,2,2,1,72,0
"scenarioB","p300_scenarioB_run48",200,300,48,"LASSO",NA,NA,0.161438435436268,NA,TRUE,NA,3,1,294,2,1,0,149,0,0,0,73,2,2,1,72,0
"scenarioB","p300_scenarioB_run49",200,300,49,"SSL",0.00183591985248012,0.2,NA,NA,TRUE,5,4,5,290,1,1,4,145,0,1,0,73,1,2,1,72,0
"scenarioB","p300_scenarioB_run49",200,300,49,"LASSO",NA,NA,0.0753465131385703,NA,TRUE,NA,4,11,284,1,1,7,142,0,1,1,72,1,2,3,70,0
"scenarioB","p300_scenarioB_run50",200,300,50,"SSL",0.000356184884701361,0.2,NA,NA,TRUE,5,5,31,264,0,1,24,125,0,2,1,72,0,2,6,67,0
"scenarioB","p300_scenarioB_run50",200,300,50,"LASSO",NA,NA,0.151624814930684,NA,TRUE,NA,3,2,293,2,1,0,149,0,0,0,73,2,2,2,71,0
"scenarioB","p300_scenarioB_run51",200,300,51,"SSL",0.00441681633253532,0.2,NA,NA,TRUE,5,4,15,280,1,1,7,142,0,1,1,72,1,2,7,66,0
"scenarioB","p300_scenarioB_run51",200,300,51,"LASSO",NA,NA,0.141960112467293,NA,TRUE,NA,3,1,294,2,1,0,149,0,0,0,73,2,2,1,72,0
"scenarioB","p300_scenarioB_run52",200,300,52,"SSL",0.0125688951126899,0.2,NA,NA,TRUE,5,3,0,295,2,1,0,149,0,0,0,73,2,2,0,73,0
"scenarioB","p300_scenarioB_run52",200,300,52,"LASSO",NA,NA,0.112238877066956,NA,TRUE,NA,3,3,292,2,1,0,149,0,0,0,73,2,2,3,70,0
"scenarioB","p300_scenarioB_run53",200,300,53,"SSL",0.003134517731416,0.2,NA,NA,TRUE,5,3,4,291,2,1,2,147,0,0,0,73,2,2,2,71,0
"scenarioB","p300_scenarioB_run53",200,300,53,"LASSO",NA,NA,0.141895900177587,NA,TRUE,NA,3,3,292,2,1,1,148,0,0,0,73,2,2,2,71,0
"scenarioB","p300_scenarioB_run54",200,300,54,"SSL",0.00462481272824328,0.2,NA,NA,TRUE,5,3,2,293,2,1,2,147,0,0,0,73,2,2,0,73,0
"scenarioB","p300_scenarioB_run54",200,300,54,"LASSO",NA,NA,0.14968896301032,NA,TRUE,NA,3,0,295,2,1,0,149,0,0,0,73,2,2,0,73,0
"scenarioB","p300_scenarioB_run55",200,300,55,"SSL",0.00441681633253532,0.2,NA,NA,TRUE,5,3,4,291,2,1,1,148,0,0,1,72,2,2,2,71,0
"scenarioB","p300_scenarioB_run55",200,300,55,"LASSO",NA,NA,0.135451090632656,NA,TRUE,NA,3,3,292,2,1,0,149,0,0,0,73,2,2,3,70,0
"scenarioB","p300_scenarioB_run56",200,300,56,"SSL",0.00871011305019646,0.2,NA,NA,TRUE,5,3,1,294,2,1,1,148,0,0,0,73,2,2,0,73,0
"scenarioB","p300_scenarioB_run56",200,300,56,"LASSO",NA,NA,0.119530519304406,NA,TRUE,NA,3,2,293,2,1,1,148,0,0,0,73,2,2,1,72,0
"scenarioB","p300_scenarioB_run57",200,300,57,"SSL",0.0134185119393989,0.2,NA,NA,TRUE,5,4,0,295,1,1,0,149,0,1,0,73,1,2,0,73,0
"scenarioB","p300_scenarioB_run57",200,300,57,"LASSO",NA,NA,0.100969970506337,NA,TRUE,NA,5,6,289,0,1,1,148,0,2,0,73,0,2,5,68,0
"scenarioB","p300_scenarioB_run58",200,300,58,"SSL",0.00177611697387203,0.2,NA,NA,TRUE,5,3,3,292,2,1,1,148,0,0,2,71,2,2,0,73,0
"scenarioB","p300_scenarioB_run58",200,300,58,"LASSO",NA,NA,0.0926864803718841,NA,TRUE,NA,4,3,292,1,1,1,148,0,1,2,71,1,2,0,73,0
"scenarioB","p300_scenarioB_run59",200,300,59,"SSL",0.0121799361744875,0.2,NA,NA,TRUE,5,3,2,293,2,1,0,149,0,0,0,73,2,2,2,71,0
"scenarioB","p300_scenarioB_run59",200,300,59,"LASSO",NA,NA,0.127183872869736,NA,TRUE,NA,3,3,292,2,1,0,149,0,0,0,73,2,2,3,70,0
"scenarioB","p300_scenarioB_run60",200,300,60,"SSL",0.000351769096686398,0.2,NA,NA,TRUE,5,4,78,217,1,1,47,102,0,1,15,58,1,2,16,57,0
"scenarioB","p300_scenarioB_run60",200,300,60,"LASSO",NA,NA,0.118558820793416,NA,TRUE,NA,4,3,292,1,1,0,149,0,1,0,73,1,2,3,70,0
"scenarioB","p300_scenarioB_run61",200,300,61,"SSL",0.0084928557226126,0.2,NA,NA,TRUE,17,4,27,268,1,1,15,134,0,1,7,66,1,2,5,68,0
"scenarioB","p300_scenarioB_run61",200,300,61,"LASSO",NA,NA,0.118533107437032,NA,TRUE,NA,3,2,293,2,1,0,149,0,0,0,73,2,2,2,71,0
"scenarioB","p300_scenarioB_run62",200,300,62,"SSL",0.00174061890172089,0.2,NA,NA,TRUE,5,5,21,274,0,1,14,135,0,2,3,70,0,2,4,69,0
"scenarioB","p300_scenarioB_run62",200,300,62,"LASSO",NA,NA,0.131223672854205,NA,TRUE,NA,4,1,294,1,1,0,149,0,1,0,73,1,2,1,72,0
"scenarioB","p300_scenarioB_run63",200,300,63,"SSL",0.000363700328025032,0.2,NA,NA,TRUE,5,5,34,261,0,1,24,125,0,2,2,71,0,2,8,65,0
"scenarioB","p300_scenarioB_run63",200,300,63,"LASSO",NA,NA,0.139884721205319,NA,TRUE,NA,3,3,292,2,1,1,148,0,0,0,73,2,2,2,71,0
"scenarioB","p300_scenarioB_run64",200,300,64,"SSL",0.00034077694245805,0.2,NA,NA,TRUE,5,4,9,286,1,1,3,146,0,1,0,73,1,2,6,67,0
"scenarioB","p300_scenarioB_run64",200,300,64,"LASSO",NA,NA,0.108093517970865,NA,TRUE,NA,4,8,287,1,1,2,147,0,1,0,73,1,2,6,67,0
"scenarioB","p300_scenarioB_run65",200,300,65,"SSL",0.000351769096686398,0.2,NA,NA,TRUE,5,4,6,289,1,1,5,144,0,1,0,73,1,2,1,72,0
"scenarioB","p300_scenarioB_run65",200,300,65,"LASSO",NA,NA,0.131140634823823,NA,TRUE,NA,4,1,294,1,1,1,148,0,1,0,73,1,2,0,73,0
"scenarioB","p300_scenarioB_run66",200,300,66,"SSL",0.000356184884701361,0.2,NA,NA,TRUE,5,4,5,290,1,1,3,146,0,1,0,73,1,2,2,71,0
"scenarioB","p300_scenarioB_run66",200,300,66,"LASSO",NA,NA,0.0867508282680967,NA,TRUE,NA,4,5,290,1,1,3,146,0,1,0,73,1,2,2,71,0
"scenarioB","p300_scenarioB_run67",200,300,67,"SSL",0.000346720072025771,0.2,NA,NA,TRUE,5,3,7,288,2,1,5,144,0,0,0,73,2,2,2,71,0
"scenarioB","p300_scenarioB_run67",200,300,67,"LASSO",NA,NA,0.154373629206684,NA,TRUE,NA,3,0,295,2,1,0,149,0,0,0,73,2,2,0,73,0
"scenarioB","p300_scenarioB_run68",200,300,68,"SSL",0.000363700328025032,0.2,NA,NA,TRUE,5,3,7,288,2,1,2,147,0,0,0,73,2,2,5,68,0
"scenarioB","p300_scenarioB_run68",200,300,68,"LASSO",NA,NA,0.104353619505403,NA,TRUE,NA,3,7,288,2,1,2,147,0,0,0,73,2,2,5,68,0
"scenarioB","p300_scenarioB_run69",200,300,69,"SSL",0.00691483775459104,0.2,NA,NA,TRUE,5,4,1,294,1,1,0,149,0,1,0,73,1,2,1,72,0
"scenarioB","p300_scenarioB_run69",200,300,69,"LASSO",NA,NA,0.148278064980488,NA,TRUE,NA,3,1,294,2,1,0,149,0,0,0,73,2,2,1,72,0
"scenarioB","p300_scenarioB_run70",200,300,70,"SSL",0.000333464729720463,0.2,NA,NA,TRUE,5,4,6,289,1,1,5,144,0,1,0,73,1,2,1,72,0
"scenarioB","p300_scenarioB_run70",200,300,70,"LASSO",NA,NA,0.141266891034607,NA,TRUE,NA,3,1,294,2,1,0,149,0,0,0,73,2,2,1,72,0
"scenarioB","p300_scenarioB_run71",200,300,71,"SSL",0.00452841656111112,0.2,NA,NA,TRUE,5,3,3,292,2,1,1,148,0,0,0,73,2,2,2,71,0
"scenarioB","p300_scenarioB_run71",200,300,71,"LASSO",NA,NA,0.183630080568376,NA,TRUE,NA,2,0,295,3,0,0,149,1,0,0,73,2,2,0,73,0
"scenarioB","p300_scenarioB_run72",200,300,72,"SSL",0.00871011305019646,0.2,NA,NA,TRUE,5,3,0,295,2,1,0,149,0,0,0,73,2,2,0,73,0
"scenarioB","p300_scenarioB_run72",200,300,72,"LASSO",NA,NA,0.132255533720249,NA,TRUE,NA,3,0,295,2,1,0,149,0,0,0,73,2,2,0,73,0
"scenarioB","p300_scenarioB_run73",200,300,73,"SSL",0.012166470170089,0.2,NA,NA,TRUE,5,2,2,293,3,1,0,149,0,0,0,73,2,1,2,71,1
"scenarioB","p300_scenarioB_run73",200,300,73,"LASSO",NA,NA,0.139796209356693,NA,TRUE,NA,2,4,291,3,1,0,149,0,0,0,73,2,1,4,69,1
"scenarioB","p300_scenarioB_run74",200,300,74,"SSL",0.0128918095392818,0.2,NA,NA,TRUE,5,3,1,294,2,1,0,149,0,0,0,73,2,2,1,72,0
"scenarioB","p300_scenarioB_run74",200,300,74,"LASSO",NA,NA,0.126663072325623,NA,TRUE,NA,3,2,293,2,1,0,149,0,0,0,73,2,2,2,71,0
"scenarioB","p300_scenarioB_run75",200,300,75,"SSL",0.00747350848261453,0.2,NA,NA,TRUE,5,3,2,293,2,1,1,148,0,0,0,73,2,2,1,72,0
"scenarioB","p300_scenarioB_run75",200,300,75,"LASSO",NA,NA,0.14685879807826,NA,TRUE,NA,3,1,294,2,1,0,149,0,0,0,73,2,2,1,72,0
"scenarioB","p300_scenarioB_run76",200,300,76,"SSL",0.00559856314961692,0.2,NA,NA,TRUE,5,3,1,294,2,1,0,149,0,0,0,73,2,2,1,72,0
"scenarioB","p300_scenarioB_run76",200,300,76,"LASSO",NA,NA,0.114075995937221,NA,TRUE,NA,3,3,292,2,1,0,149,0,0,0,73,2,2,3,70,0
"scenarioB","p300_scenarioB_run77",200,300,77,"SSL",0.00871011305019646,0.2,NA,NA,TRUE,5,3,1,294,2,1,1,148,0,0,0,73,2,2,0,73,0
"scenarioB","p300_scenarioB_run77",200,300,77,"LASSO",NA,NA,0.138913053341468,NA,TRUE,NA,3,2,293,2,1,1,148,0,0,0,73,2,2,1,72,0
"scenarioB","p300_scenarioB_run78",200,300,78,"SSL",0.0136422630726045,0.2,NA,NA,TRUE,5,3,0,295,2,1,0,149,0,0,0,73,2,2,0,73,0
"scenarioB","p300_scenarioB_run78",200,300,78,"LASSO",NA,NA,0.139569284979437,NA,TRUE,NA,3,0,295,2,1,0,149,0,0,0,73,2,2,0,73,0
"scenarioB","p300_scenarioB_run79",200,300,79,"SSL",0.00747350848261453,0.2,NA,NA,TRUE,5,4,9,286,1,1,9,140,0,1,0,73,1,2,0,73,0
"scenarioB","p300_scenarioB_run79",200,300,79,"LASSO",NA,NA,0.124482483172285,NA,TRUE,NA,3,1,294,2,1,1,148,0,0,0,73,2,2,0,73,0
"scenarioB","p300_scenarioB_run80",200,300,80,"SSL",0.00471029390293388,0.2,NA,NA,TRUE,5,3,2,293,2,1,1,148,0,0,1,72,2,2,0,73,0
"scenarioB","p300_scenarioB_run80",200,300,80,"LASSO",NA,NA,0.123206209329485,NA,TRUE,NA,3,2,293,2,1,1,148,0,0,1,72,2,2,0,73,0
"scenarioB","p300_scenarioB_run81",200,300,81,"SSL",0.0142367863582936,0.2,NA,NA,TRUE,5,3,1,294,2,1,1,148,0,0,0,73,2,2,0,73,0
"scenarioB","p300_scenarioB_run81",200,300,81,"LASSO",NA,NA,0.125868716453857,NA,TRUE,NA,4,5,290,1,1,2,147,0,1,0,73,1,2,3,70,0
"scenarioB","p300_scenarioB_run82",200,300,82,"SSL",0.00954738696453927,0.2,NA,NA,TRUE,5,3,1,294,2,1,0,149,0,0,0,73,2,2,1,72,0
"scenarioB","p300_scenarioB_run82",200,300,82,"LASSO",NA,NA,0.0978449846498046,NA,TRUE,NA,3,4,291,2,1,1,148,0,0,1,72,2,2,2,71,0
"scenarioB","p300_scenarioB_run83",200,300,83,"SSL",0.00823111235956516,0.2,NA,NA,TRUE,5,3,0,295,2,1,0,149,0,0,0,73,2,2,0,73,0
"scenarioB","p300_scenarioB_run83",200,300,83,"LASSO",NA,NA,0.0924005793170759,NA,TRUE,NA,3,4,291,2,1,1,148,0,0,1,72,2,2,2,71,0
"scenarioB","p300_scenarioB_run84",200,300,84,"SSL",0.00325892423018971,0.2,NA,NA,TRUE,5,3,2,293,2,1,2,147,0,0,0,73,2,2,0,73,0
"scenarioB","p300_scenarioB_run84",200,300,84,"LASSO",NA,NA,0.133589778183621,NA,TRUE,NA,3,0,295,2,1,0,149,0,0,0,73,2,2,0,73,0
"scenarioB","p300_scenarioB_run85",200,300,85,"SSL",0.00034077694245805,0.2,NA,NA,TRUE,5,3,9,286,2,1,3,146,0,0,0,73,2,2,6,67,0
"scenarioB","p300_scenarioB_run85",200,300,85,"LASSO",NA,NA,0.116940029553827,NA,TRUE,NA,3,5,290,2,1,0,149,0,0,0,73,2,2,5,68,0
"scenarioB","p300_scenarioB_run86",200,300,86,"SSL",0.0136422630726045,0.2,NA,NA,TRUE,11,3,7,288,2,1,6,143,0,0,0,73,2,2,1,72,0
"scenarioB","p300_scenarioB_run86",200,300,86,"LASSO",NA,NA,0.142415521261775,NA,TRUE,NA,3,0,295,2,1,0,149,0,0,0,73,2,2,0,73,0
"scenarioB","p300_scenarioB_run87",200,300,87,"SSL",0.000351769096686398,0.2,NA,NA,TRUE,5,4,33,262,1,1,26,123,0,1,3,70,1,2,4,69,0
"scenarioB","p300_scenarioB_run87",200,300,87,"LASSO",NA,NA,0.125819597414978,NA,TRUE,NA,4,4,291,1,1,1,148,0,1,0,73,1,2,3,70,0
"scenarioB","p300_scenarioB_run88",200,300,88,"SSL",0.0125688951126899,0.2,NA,NA,TRUE,5,3,1,294,2,1,1,148,0,0,0,73,2,2,0,73,0
"scenarioB","p300_scenarioB_run88",200,300,88,"LASSO",NA,NA,0.118039684208647,NA,TRUE,NA,3,1,294,2,1,1,148,0,0,0,73,2,2,0,73,0
"scenarioB","p300_scenarioB_run89",200,300,89,"SSL",0.00492922130595665,0.2,NA,NA,TRUE,5,4,15,280,1,1,14,135,0,1,0,73,1,2,1,72,0
"scenarioB","p300_scenarioB_run89",200,300,89,"LASSO",NA,NA,0.118383607256825,NA,TRUE,NA,4,4,291,1,1,3,146,0,1,0,73,1,2,1,72,0
"scenarioB","p300_scenarioB_run90",200,300,90,"SSL",0.000356184884701361,0.2,NA,NA,TRUE,5,4,9,286,1,1,8,141,0,1,0,73,1,2,1,72,0
"scenarioB","p300_scenarioB_run90",200,300,90,"LASSO",NA,NA,0.140544854884619,NA,TRUE,NA,3,2,293,2,1,2,147,0,0,0,73,2,2,0,73,0
"scenarioB","p300_scenarioB_run91",200,300,91,"SSL",0.00889785635980016,0.2,NA,NA,TRUE,5,5,11,284,0,1,6,143,0,2,0,73,0,2,5,68,0
"scenarioB","p300_scenarioB_run91",200,300,91,"LASSO",NA,NA,0.144295114734798,NA,TRUE,NA,4,1,294,1,1,0,149,0,1,0,73,1,2,1,72,0
"scenarioB","p300_scenarioB_run92",200,300,92,"SSL",0.00577549612922775,0.2,NA,NA,TRUE,5,3,0,295,2,1,0,149,0,0,0,73,2,2,0,73,0
"scenarioB","p300_scenarioB_run92",200,300,92,"LASSO",NA,NA,0.124697307632147,NA,TRUE,NA,3,0,295,2,1,0,149,0,0,0,73,2,2,0,73,0
"scenarioB","p300_scenarioB_run93",200,300,93,"SSL",0.0128918095392818,0.2,NA,NA,TRUE,5,3,0,295,2,1,0,149,0,0,0,73,2,2,0,73,0
"scenarioB","p300_scenarioB_run93",200,300,93,"LASSO",NA,NA,0.13570559554426,NA,TRUE,NA,3,0,295,2,1,0,149,0,0,0,73,2,2,0,73,0
"scenarioB","p300_scenarioB_run94",200,300,94,"SSL",0.0128918095392818,0.2,NA,NA,TRUE,5,3,0,295,2,1,0,149,0,0,0,73,2,2,0,73,0
"scenarioB","p300_scenarioB_run94",200,300,94,"LASSO",NA,NA,0.144814619145973,NA,TRUE,NA,3,1,294,2,1,0,149,0,0,0,73,2,2,1,72,0
"scenarioB","p300_scenarioB_run95",200,300,95,"SSL",0.00331171275499566,0.2,NA,NA,TRUE,5,3,5,290,2,1,3,146,0,0,0,73,2,2,2,71,0
"scenarioB","p300_scenarioB_run95",200,300,95,"LASSO",NA,NA,0.135797828829923,NA,TRUE,NA,3,3,292,2,1,1,148,0,0,0,73,2,2,2,71,0
"scenarioB","p300_scenarioB_run96",200,300,96,"SSL",0.00713417592592017,0.2,NA,NA,TRUE,5,3,0,295,2,1,0,149,0,0,0,73,2,2,0,73,0
"scenarioB","p300_scenarioB_run96",200,300,96,"LASSO",NA,NA,0.130338144041946,NA,TRUE,NA,3,0,295,2,1,0,149,0,0,0,73,2,2,0,73,0
"scenarioB","p300_scenarioB_run97",200,300,97,"SSL",0.0108636615695134,0.2,NA,NA,TRUE,5,3,0,295,2,1,0,149,0,0,0,73,2,2,0,73,0
"scenarioB","p300_scenarioB_run97",200,300,97,"LASSO",NA,NA,0.117657012602359,NA,TRUE,NA,3,0,295,2,1,0,149,0,0,0,73,2,2,0,73,0
"scenarioB","p300_scenarioB_run98",200,300,98,"SSL",0.00747350848261453,0.2,NA,NA,TRUE,5,3,1,294,2,1,1,148,0,0,0,73,2,2,0,73,0
"scenarioB","p300_scenarioB_run98",200,300,98,"LASSO",NA,NA,0.105247087482713,NA,TRUE,NA,3,4,291,2,1,3,146,0,0,0,73,2,2,1,72,0
"scenarioB","p300_scenarioB_run99",200,300,99,"SSL",0.00471029390293388,0.2,NA,NA,TRUE,5,3,6,289,2,1,3,146,0,0,0,73,2,2,3,70,0
"scenarioB","p300_scenarioB_run99",200,300,99,"LASSO",NA,NA,0.151316334310294,NA,TRUE,NA,3,2,293,2,1,0,149,0,0,0,73,2,2,2,71,0
"scenarioB","p300_scenarioB_run100",200,300,100,"SSL",0.00823111235956516,0.2,NA,NA,TRUE,5,3,0,295,2,1,0,149,0,1,0,73,1,1,0,73,1
"scenarioB","p300_scenarioB_run100",200,300,100,"LASSO",NA,NA,0.141508110923891,NA,TRUE,NA,2,0,295,3,1,0,149,0,0,0,73,2,1,0,73,1
